モノ,単語,原形,品詞,依存関係,親
メガネ,フレーム,フレーム,NOUN,obj,調整
メガネ,を,を,ADP,case,フレーム
メガネ,調整,調整,VERB,ROOT,調整
メガネ,する,する,AUX,aux,調整
メガネ,メガネ,メガネ,NOUN,obj,置く
メガネ,を,を,ADP,case,メガネ
メガネ,テーブル,テーブル,NOUN,obl,置く
メガネ,に,に,ADP,case,テーブル
メガネ,置く,置く,VERB,ROOT,置く
メガネ,メガネ,メガネ,NOUN,obj,掛け直す
メガネ,を,を,ADP,case,メガネ
メガネ,掛け直す,掛け直す,VERB,ROOT,掛け直す
メガネ,メガネ,メガネ,NOUN,obj,かけ
メガネ,を,を,ADP,case,メガネ
メガネ,かけ,かける,VERB,acl,まま
メガネ,た,た,AUX,aux,かけ
メガネ,まま,まま,NOUN,obl,寝る
メガネ,寝る,寝る,VERB,ROOT,寝る
メガネ,メガネ,メガネ,NOUN,obj,外し
メガネ,を,を,ADP,case,メガネ
メガネ,外し,外す,VERB,advcl,拭く
メガネ,て,て,SCONJ,mark,外し
メガネ,拭く,拭く,VERB,ROOT,拭く
メガネ,メガネ,メガネ,NOUN,obj,入れる
メガネ,を,を,ADP,case,メガネ
メガネ,ポケット,ポケット,NOUN,obl,入れる
メガネ,に,に,ADP,case,ポケット
メガネ,入れる,入れる,VERB,ROOT,入れる
メガネ,メガネ,メガネ,NOUN,obj,かけ
メガネ,を,を,ADP,case,メガネ
メガネ,かけ,かける,VERB,advcl,運転
メガネ,て,て,SCONJ,mark,かけ
メガネ,運転,運転,VERB,ROOT,運転
メガネ,する,する,AUX,aux,運転
メガネ,メガネ,メガネ,NOUN,obj,かけ
メガネ,を,を,ADP,case,メガネ
メガネ,かけ,かける,VERB,advcl,読む
メガネ,て,て,SCONJ,mark,かけ
メガネ,本,本,NOUN,obj,読む
メガネ,を,を,ADP,case,本
メガネ,読む,読む,VERB,ROOT,読む
メガネ,メガネ,メガネ,NOUN,obj,かけ
メガネ,を,を,ADP,case,メガネ
メガネ,かけ,かける,VERB,advcl,見る
メガネ,て,て,SCONJ,mark,かけ
メガネ,テレビ,テレビ,NOUN,obj,見る
メガネ,を,を,ADP,case,テレビ
メガネ,見る,見る,VERB,ROOT,見る
メガネ,メガネ,メガネ,NOUN,obj,かけ
メガネ,を,を,ADP,case,メガネ
メガネ,かけ,かける,VERB,advcl,使う
メガネ,て,て,SCONJ,mark,かけ
メガネ,パソコン,パソコン,NOUN,obj,使う
メガネ,を,を,ADP,case,パソコン
メガネ,使う,使う,VERB,ROOT,使う
メガネ,メガネ,メガネ,NOUN,obj,かけ
メガネ,を,を,ADP,case,メガネ
メガネ,かけ,かける,VERB,advcl,する
メガネ,て,て,SCONJ,mark,かけ
メガネ,料理,料理,NOUN,obj,する
メガネ,を,を,ADP,case,料理
メガネ,する,する,VERB,ROOT,する
メガネ,メガネ,メガネ,NOUN,obj,かけ
メガネ,を,を,ADP,case,メガネ
メガネ,かけ,かける,VERB,advcl,する
メガネ,て,て,SCONJ,mark,かけ
メガネ,掃除,掃除,NOUN,obj,する
メガネ,を,を,ADP,case,掃除
メガネ,する,する,VERB,ROOT,する
メガネ,メガネ,メガネ,NOUN,obj,かけ
メガネ,を,を,ADP,case,メガネ
メガネ,かけ,かける,VERB,advcl,する
メガネ,て,て,SCONJ,mark,かけ
メガネ,買い物,買い物,NOUN,obj,する
メガネ,を,を,ADP,case,買い物
メガネ,する,する,VERB,ROOT,する
メガネ,メガネ,メガネ,NOUN,compound,ケース
メガネ,ケース,ケース,NOUN,obj,使う
メガネ,を,を,ADP,case,ケース
メガネ,使う,使う,VERB,ROOT,使う
メガネ,メガネ,メガネ,NOUN,compound,クロス
メガネ,クロス,クロス,NOUN,obj,使う
メガネ,を,を,ADP,case,クロス
メガネ,使う,使う,VERB,ROOT,使う
メガネ,メガネ,メガネ,NOUN,compound,クリーナー
メガネ,クリーナー,クリーナー,NOUN,obj,使う
メガネ,を,を,ADP,case,クリーナー
メガネ,使う,使う,VERB,ROOT,使う
メガネ,メガネ,メガネ,VERB,compound,スタンド
メガネ,スタンド,スタンド,NOUN,obj,使う
メガネ,を,を,ADP,case,スタンド
メガネ,使う,使う,VERB,ROOT,使う
メガネ,コンタクトレンズ,コンタクトレンズ,NOUN,obl,併用
メガネ,と,と,ADP,case,コンタクトレンズ
メガネ,併用,併用,VERB,ROOT,併用
メガネ,する,する,AUX,aux,併用
メガネ,サングラス,サングラス,NOUN,obj,かける
メガネ,を,を,ADP,case,サングラス
メガネ,かける,かける,VERB,ROOT,かける
メガネ,メガネ,メガネ,NOUN,compound,チェーン
メガネ,チェーン,チェーン,NOUN,obj,使う
メガネ,を,を,ADP,case,チェーン
メガネ,使う,使う,VERB,ROOT,使う
メガネ,メガネ,メガネ,NOUN,compound,拭き
メガネ,拭き,拭き,NOUN,obj,使う
メガネ,を,を,ADP,case,拭き
メガネ,使う,使う,VERB,ROOT,使う
メガネ,メガネ,メガネ,NOUN,compound,スプレー
メガネ,スプレー,スプレー,NOUN,obj,使う
メガネ,を,を,ADP,case,スプレー
メガネ,使う,使う,VERB,ROOT,使う
メガネ,メガネ,メガネ,NOUN,compound,ホルダー
メガネ,ホルダー,ホルダー,NOUN,obj,使う
メガネ,を,を,ADP,case,ホルダー
メガネ,使う,使う,VERB,ROOT,使う
メガネ,メガネ,メガネ,NOUN,compound,置き
メガネ,置き,置き,NOUN,obj,使う
メガネ,を,を,ADP,case,置き
メガネ,使う,使う,VERB,ROOT,使う
メガネ,メガネ,メガネ,NOUN,nmod,予備
メガネ,の,の,ADP,case,メガネ
メガネ,予備,予備,NOUN,obj,持つ
メガネ,を,を,ADP,case,予備
メガネ,持つ,持つ,VERB,ROOT,持つ
メガネ,メガネ,メガネ,NOUN,nmod,度
メガネ,の,の,ADP,case,メガネ
メガネ,度,度,NOUN,obj,調整
メガネ,を,を,ADP,case,度
メガネ,調整,調整,VERB,ROOT,調整
メガネ,する,する,AUX,aux,調整
メガネ,メガネ,メガネ,NOUN,nmod,フレーム
メガネ,の,の,ADP,case,メガネ
メガネ,フレーム,フレーム,NOUN,obj,交換
メガネ,を,を,ADP,case,フレーム
メガネ,交換,交換,VERB,ROOT,交換
メガネ,する,する,AUX,aux,交換
メガネ,メガネ,メガネ,NOUN,nmod,ネジ
メガネ,の,の,ADP,case,メガネ
メガネ,ネジ,ネジ,NOUN,obj,締める
メガネ,を,を,ADP,case,ネジ
メガネ,締める,締める,VERB,ROOT,締める
メガネ,メガネ,メガネ,NOUN,nmod,つる
メガネ,の,の,ADP,case,メガネ
メガネ,つる,つる,NOUN,obj,調整
メガネ,を,を,ADP,case,つる
メガネ,調整,調整,VERB,ROOT,調整
メガネ,する,する,AUX,aux,調整
メガネ,メガネ,メガネ,NOUN,nmod,パッド
メガネ,の,の,ADP,case,メガネ
メガネ,パッド,パッド,NOUN,obj,調整
メガネ,を,を,ADP,case,パッド
メガネ,調整,調整,VERB,ROOT,調整
メガネ,する,する,AUX,aux,調整
メガネ,メガネ,メガネ,NOUN,nmod,フィルター
メガネ,の,の,ADP,case,メガネ
メガネ,フィルター,フィルター,NOUN,obj,使う
メガネ,を,を,ADP,case,フィルター
メガネ,使う,使う,VERB,ROOT,使う
メガネ,メガネ,メガネ,NOUN,nmod,キット
メガネ,の,の,ADP,case,メガネ
メガネ,修理,修理,NOUN,compound,キット
メガネ,キット,キット,NOUN,obj,使う
メガネ,を,を,ADP,case,キット
メガネ,使う,使う,VERB,ROOT,使う
メガネ,メガネ,メガネ,NOUN,nmod,ケース
メガネ,の,の,ADP,case,メガネ
メガネ,ケース,ケース,NOUN,obj,持ち歩く
メガネ,を,を,ADP,case,ケース
メガネ,持ち歩く,持ち歩く,VERB,ROOT,持ち歩く
メガネ,メガネ,メガネ,NOUN,advcl,作る
メガネ,で,で,ADP,case,メガネ
メガネ,スタンプ,スタンプ,NOUN,obj,作る
メガネ,を,を,ADP,case,スタンプ
メガネ,作る,作る,VERB,ROOT,作る
メガネ,メガネ,メガネ,VERB,advcl,描く
メガネ,で,で,SCONJ,mark,メガネ
メガネ,絵,絵,NOUN,obj,描く
メガネ,を,を,ADP,case,絵
メガネ,描く,描く,VERB,ROOT,描く
メガネ,メガネ,メガネ,VERB,advcl,する
メガネ,で,で,ADP,mark,メガネ
メガネ,クラフト,クラフト,NOUN,obj,する
メガネ,を,を,ADP,case,クラフト
メガネ,する,する,VERB,ROOT,する
メガネ,メガネ,メガネ,NOUN,obl,出す
メガネ,で,で,SCONJ,mark,メガネ
メガネ,音,音,NOUN,obj,出す
メガネ,を,を,ADP,case,音
メガネ,出す,出す,VERB,ROOT,出す
メガネ,メガネ,メガネ,NOUN,obl,取る
メガネ,で,で,ADP,case,メガネ
メガネ,バランス,バランス,NOUN,obj,取る
メガネ,を,を,ADP,case,バランス
メガネ,取る,取る,VERB,ROOT,取る
メガネ,メガネ,メガネ,VERB,advcl,する
メガネ,で,で,ADP,mark,メガネ
メガネ,ゲーム,ゲーム,NOUN,obj,する
メガネ,を,を,ADP,case,ゲーム
メガネ,する,する,VERB,ROOT,する
メガネ,メガネ,メガネ,VERB,advcl,作る
メガネ,で,で,SCONJ,mark,メガネ
メガネ,ストーリー,ストーリー,NOUN,obj,作る
メガネ,を,を,ADP,case,ストーリー
メガネ,作る,作る,VERB,ROOT,作る
メガネ,メガネ,メガネ,NOUN,obl,する
メガネ,で,で,ADP,case,メガネ
メガネ,パズル,パズル,NOUN,obj,する
メガネ,を,を,ADP,case,パズル
メガネ,する,する,VERB,ROOT,する
メガネ,メガネ,メガネ,NOUN,advcl,作る
メガネ,で,で,ADP,case,メガネ
メガネ,アート,アート,NOUN,obj,作る
メガネ,を,を,ADP,case,アート
メガネ,作る,作る,VERB,ROOT,作る
メガネ,メガネ,メガネ,NOUN,obl,作る
メガネ,で,で,ADP,case,メガネ
メガネ,模様,模様,NOUN,obj,作る
メガネ,を,を,ADP,case,模様
メガネ,作る,作る,VERB,ROOT,作る
メガネ,メガネ,メガネ,VERB,advcl,する
メガネ,で,で,ADP,mark,メガネ
